Date,Open,High,Low,Close,Adj Close,Volume,Next Price,Day _n-1 Price,Day _n-2 Price,Day _n-3 Price,Day _n-4 Price,Day _n-5 Price
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.89332580566406,148158800,35.54750061035156,,,,,
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.118873596191406,365248800,37.064998626708984,39.47999954223633,,,,
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.575382232666016,234428400,36.98249816894531,35.54750061035156,39.47999954223633,,,
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.4962043762207,219111200,37.6875,37.064998626708984,35.54750061035156,39.47999954223633,,
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.1728630065918,164101200,38.32749938964844,36.98249816894531,37.064998626708984,35.54750061035156,39.47999954223633,
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.78715133666992,180396400,38.45000076293945,37.6875,36.98249816894531,37.064998626708984,35.54750061035156,39.47999954223633
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.904727935791016,143122800,38.0724983215332,38.32749938964844,37.6875,36.98249816894531,37.064998626708984,35.54750061035156
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.54239273071289,108092800,37.5,38.45000076293945,38.32749938964844,37.6875,36.98249816894531,37.064998626708984
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.99291229248047,129756800,38.26750183105469,38.0724983215332,38.45000076293945,38.32749938964844,37.6875,36.98249816894531
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.729576110839844,114843600,38.73500061035156,37.5,38.0724983215332,38.45000076293945,38.32749938964844,37.6875
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.17827224731445,122278800,38.96500015258789,38.26750183105469,37.5,38.0724983215332,38.45000076293945,38.32749938964844
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.39903259277344,119284800,39.20500183105469,38.73500061035156,38.26750183105469,37.5,38.0724983215332,38.45000076293945
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.62938690185547,135004000,38.32500076293945,38.96500015258789,38.73500061035156,38.26750183105469,37.5,38.0724983215332
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.784751892089844,121576000,38.47999954223633,39.20500183105469,38.96500015258789,38.73500061035156,38.26750183105469,37.5
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.93352508544922,92522400,38.17499923706055,38.32500076293945,39.20500183105469,38.96500015258789,38.73500061035156,38.26750183105469
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.640777587890625,101766000,39.439998626708984,38.47999954223633,38.32500076293945,39.20500183105469,38.96500015258789,38.73500061035156
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.85494613647461,134142000,39.07500076293945,38.17499923706055,38.47999954223633,38.32500076293945,39.20500183105469,38.96500015258789
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.504615783691406,104768400,38.66999816894531,39.439998626708984,38.17499923706055,38.47999954223633,38.32500076293945,39.20500183105469
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.115882873535156,166348800,41.3125,39.07500076293945,39.439998626708984,38.17499923706055,38.47999954223633,38.32500076293945
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.65218734741211,244439200,41.61000061035156,38.66999816894531,39.07500076293945,39.439998626708984,38.17499923706055,38.47999954223633
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.93772888183594,162958400,41.630001068115234,41.3125,38.66999816894531,39.07500076293945,39.439998626708984,38.17499923706055
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.956932067871094,130672400,42.8125,41.61000061035156,41.3125,38.66999816894531,39.07500076293945,39.439998626708984
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,41.09190368652344,125982000,43.54499816894531,41.630001068115234,41.61000061035156,41.3125,38.66999816894531,39.07500076293945
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.79496765136719,144406400,43.560001373291016,42.8125,41.630001068115234,41.61000061035156,41.3125,38.66999816894531
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.80936050415039,112958400,42.73500061035156,43.54499816894531,42.8125,41.630001068115234,41.61000061035156,41.3125
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,41.017520904541016,126966800,42.602500915527344,43.560001373291016,43.54499816894531,42.8125,41.630001068115234,41.61000061035156
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,41.06571578979492,95280000,42.35749816894531,42.73500061035156,43.560001373291016,43.54499816894531,42.8125,41.630001068115234
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.82954406738281,83973600,42.72249984741211,42.602500915527344,42.73500061035156,43.560001373291016,43.54499816894531,42.8125
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.18138122558594,89134000,42.54499816894531,42.35749816894531,42.602500915527344,42.73500061035156,43.560001373291016,43.54499816894531
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,41.010284423828125,89960800,42.70000076293945,42.72249984741211,42.35749816894531,42.602500915527344,42.73500061035156,43.560001373291016
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.159698486328125,87342800,42.60499954223633,42.54499816894531,42.72249984741211,42.35749816894531,42.602500915527344,42.73500061035156
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.06813430786133,98507200,42.73249816894531,42.70000076293945,42.54499816894531,42.72249984741211,42.35749816894531,42.602500915527344
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.19102478027344,75891200,43.00749969482422,42.60499954223633,42.70000076293945,42.54499816894531,42.72249984741211,42.35749816894531
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.456111907958984,104457600,42.76499938964844,42.73249816894531,42.60499954223633,42.70000076293945,42.54499816894531,42.72249984741211
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.222347259521484,68998800,43.24250030517578,43.00749969482422,42.73249816894531,42.60499954223633,42.70000076293945,42.54499816894531
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.68262481689453,75652800,43.557498931884766,42.76499938964844,43.00749969482422,42.73249816894531,42.60499954223633,42.70000076293945
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.98627471923828,87493600,43.58250045776367,43.24250030517578,42.76499938964844,43.00749969482422,42.73249816894531,42.60499954223633
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,42.01036071777344,68280800,43.717498779296875,43.557498931884766,43.24250030517578,42.76499938964844,43.00749969482422,42.73249816894531
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.1404914855957,111341600,43.287498474121094,43.58250045776367,43.557498931884766,43.24250030517578,42.76499938964844,43.00749969482422
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.72600173950195,112861600,43.74250030517578,43.717498779296875,43.58250045776367,43.557498931884766,43.24250030517578,42.76499938964844
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.164588928222656,103544800,43.962501525878906,43.287498474121094,43.717498779296875,43.58250045776367,43.557498931884766,43.24250030517578
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.37665557861328,109744800,43.88249969482422,43.74250030517578,43.287498474121094,43.717498779296875,43.58250045776367,43.557498931884766
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.29954147338867,78949600,43.630001068115234,43.962501525878906,43.74250030517578,43.287498474121094,43.717498779296875,43.58250045776367
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.05615234375,83241600,43.125,43.88249969482422,43.962501525878906,43.74250030517578,43.287498474121094,43.717498779296875
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.56937026977539,99185600,43.227500915527344,43.630001068115234,43.88249969482422,43.962501525878906,43.74250030517578,43.287498474121094
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.66817092895508,95997600,44.724998474121094,43.125,43.630001068115234,43.88249969482422,43.962501525878906,43.74250030517578
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.11164474487305,128044000,45.227500915527344,43.227500915527344,43.125,43.630001068115234,43.88249969482422,43.962501525878906
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.59601974487305,129870400,45.4275016784668,44.724998474121094,43.227500915527344,43.125,43.630001068115234,43.88249969482422
